epoch,loss
0,7.831921804473694
1,7.4045078589780084
2,6.977140413654119
3,6.682266464271393
4,6.529490551308965
5,6.37284535747442
6,6.256869167920603
7,6.131877105707825
8,5.997067393851312
9,5.85685866287505
10,5.7241168823216855
11,5.573626583157624
12,5.4266001126997345
13,5.242281411906796
14,5.0570827994846885
15,4.883646567345932
16,4.694694096823612
17,4.488104796346282
18,4.316631173232637
19,4.172524028090367
20,3.968489829604211
21,3.824235180301337
22,3.6367839809116296
23,3.4849166521829753
24,3.3474581076171135
25,3.2102275495510177
26,3.0827657838424996
27,2.943894720726596
28,2.818835418142012
29,2.7281742471147816
30,2.630968843956551
31,2.544988311302773
32,2.4092237418233005
33,2.3270303321232992
34,2.217912614108082
35,2.128834628568069
36,2.0926042874337507
37,2.0019993926899367
38,1.935334316762795
39,1.8679561801007387
40,1.7997541330645916
41,1.7068322803157259
42,1.6547498207880682
43,1.5763942781751692
44,1.5600809928272192
45,1.485183365316505
46,1.4648358154186056
47,1.4414825318344087
48,1.3329194141415803
49,1.3042517894925982
