epoch,loss
0,6.266190016089971
1,5.816275221219215
2,5.4398538239637215
3,5.071283750198594
4,4.80044307341328
5,4.582608794846527
6,4.390301600572851
7,4.2306139640872
8,4.104867531027227
9,3.9324938520115222
10,3.840633555273315
11,3.687039108132597
12,3.5023030300236226
13,3.416816253757956
14,3.342204172607243
15,3.16742336570318
16,3.0272382164320955
17,2.953568677806375
18,2.832862189467029
19,2.7473332662278884
20,2.5984408480038796
21,2.5535948843612544
22,2.4271700342296554
23,2.325835082998228
24,2.252106588689526
25,2.1339928209282446
26,2.1004650369161735
27,2.062113031071035
28,1.9349713613040482
29,1.9054875689335604
30,1.843179176800215
31,1.8294756831835264
32,1.7354023488522374
33,1.664733180648318
34,1.6095096693566098
35,1.5255379953376411
36,1.4616655846137299
37,1.508171233499869
38,1.4862808162842565
39,1.4196379542151087
40,1.4397364918710398
41,1.302457165877823
42,1.348282483754246
43,1.2965809427314068
44,1.2077530474718692
45,1.2468929955707722
46,1.2324534784409669
47,1.2308791246845494
48,1.1689783202942892
49,1.1496540942982814
