epoch,loss
0,6.549673792342065
1,5.7759659861175106
2,5.477963817911129
3,5.057163037044901
4,4.787495474940095
5,4.555335730853935
6,4.361676695840939
7,4.165669573144894
8,3.988564292669776
9,3.8143253705391222
10,3.645544636417443
11,3.5125378027288487
12,3.3700676578391247
13,3.230966869734183
14,3.1094217305212193
15,3.0131420259264634
16,2.9367448357749035
17,2.810847743895932
18,2.7327324974704794
19,2.6503770927068455
20,2.5681670973718287
21,2.4637834001594867
22,2.3968040947942906
23,2.329149941803224
24,2.2705772709798526
25,2.1905802620248775
26,2.1456418795364964
27,2.075977292339087
28,2.000414161375111
29,1.9407556080962092
30,1.8922907135616125
31,1.8559269209502929
32,1.828357080818422
33,1.774884011903759
34,1.7194168783529424
35,1.6485616968910939
36,1.646029886585366
37,1.5846326739735286
38,1.5088610159799127
39,1.524775523534963
40,1.4568545686407108
41,1.43943413606352
42,1.410565283936514
43,1.3639940709415337
44,1.3070141587938582
45,1.2898914842778288
46,1.264179279626735
47,1.2444917647171787
48,1.1834140092554226
49,1.1586307216458158
