epoch,loss
0,6.5438512175746215
1,5.824484145147561
2,5.323984987872122
3,4.9871169472116925
4,4.7343272335195445
5,4.518951558972722
6,4.322776248939409
7,4.139326990003417
8,3.9512607360027245
9,3.7873796259863135
10,3.6258238909042326
11,3.4372329937635793
12,3.3013009771087467
13,3.1418612116187283
14,2.985035734063775
15,2.868029435005414
16,2.7512601155501146
17,2.609740019314858
18,2.4833332015682723
19,2.4026936271486905
20,2.3075120369123048
21,2.1810384901787874
22,2.0889316098929864
23,1.9918787169033254
24,1.9036232291829187
25,1.8240794900371242
26,1.7535773600346944
27,1.682055840830831
28,1.6348241678121291
29,1.5508865379017485
30,1.4911872482393855
31,1.4274878090420182
32,1.3760938653814252
33,1.3167049574428762
34,1.2677748280869434
35,1.216215376670544
36,1.1877033628185354
37,1.1458501122171827
38,1.0701623214537341
39,1.0583963222522472
40,0.9769551734012024
41,0.9815622933752673
42,0.9231398122080214
43,0.939746265815795
44,0.9098745978325311
45,0.8514773186141923
46,0.8350353490201209
47,0.8034541496393478
48,0.8116343367029224
49,0.7613861658399157
