epoch,loss
0,8.507902928382878
1,7.738146108244853
2,7.328082501693616
3,7.1210129499279695
4,6.968298918900343
5,6.819995485202383
6,6.691162472219735
7,6.569659415605721
8,6.438001265796784
9,6.348563011450989
10,6.227395842544087
11,6.150373825133041
12,6.0490784149867585
13,5.948184612605558
14,5.838130080411825
15,5.754610234502871
16,5.677879542170748
17,5.5717068568777215
18,5.486771365850288
19,5.399145744268915
20,5.310657784021578
21,5.216693527164372
22,5.120532192489355
23,5.0188385007585445
24,4.962201373239189
25,4.90545591320733
26,4.799218563220611
27,4.698287263872731
28,4.572578674356272
29,4.526880489308253
30,4.452955565835665
31,4.370679817349205
32,4.247577058809556
33,4.1490984936308655
34,4.101429918714008
35,3.9743766670987
36,3.864911494420137
37,3.800587446840661
38,3.745474809451013
39,3.666048249257771
40,3.5643344207342587
41,3.4614439722294126
42,3.391701489005659
43,3.267614738447537
44,3.200533177165873
45,3.0956498809611386
46,3.0497207170526317
47,2.955916934897898
48,2.8627781438952096
49,2.742748944997632
