epoch,loss
0,7.432411983767003
1,6.6042955080427665
2,6.12047484674901
3,5.679080636346214
4,5.354971621653316
5,5.045664117844852
6,4.772958611937045
7,4.47292663524443
8,4.17262304298095
9,3.8941360867149712
10,3.5919130468873504
11,3.3213284408811723
12,3.0421138617707455
13,2.773506455810997
14,2.5224284685686027
15,2.282404588047928
16,2.1134781247278207
17,1.938906379709085
18,1.7544783792950203
19,1.6349177219413231
20,1.5394764077284693
21,1.3908278281587696
22,1.3275393890991876
23,1.2385741055642963
24,1.1697094873743592
25,1.0795516327992871
26,1.0157229097591045
27,0.9740151803991257
28,0.938249823523181
29,0.8667163672813308
30,0.8636128906718541
31,0.8056724181514284
32,0.7766904818082901
33,0.7669683739249897
34,0.735533770743008
35,0.7117083133529426
36,0.6652896452283715
37,0.6633634645486203
38,0.6583853239776868
39,0.622848911901285
40,0.6097758731575128
41,0.6039498414331413
42,0.5936397447979216
43,0.5857560701566817
44,0.5537917657942707
45,0.5677659349704834
46,0.5529109341248802
47,0.5570996935942891
48,0.5406074956081999
49,0.540917169759205
