epoch,loss
0,8.080251720510692
1,7.608717229146727
2,7.199423727375631
3,6.849253080468953
4,6.5740805737416315
5,6.334116462318824
6,6.1137158548341395
7,5.859435788172666
8,5.608292783030803
9,5.363693508270283
10,5.100261900021623
11,4.867731657626191
12,4.559263660111979
13,4.326376972441421
14,4.083246613234029
15,3.8311229571262113
16,3.6511447998061826
17,3.47772710655033
18,3.2658668053375983
19,3.0687675908217624
20,2.892256175436123
21,2.738130818232456
22,2.632394983517742
23,2.4860812280786964
24,2.396515413330397
25,2.2865899356652677
26,2.1639843163811094
27,2.0564823362423965
28,2.0187705909403846
29,1.9170383966335045
30,1.808344623296577
31,1.7638841291645007
32,1.668128144227158
33,1.673829671411558
34,1.5920004820917106
35,1.5284523112099595
36,1.4845843436591848
37,1.4732467776260525
38,1.3516156186783415
39,1.3579052928068682
40,1.3701793491879295
41,1.28011648457164
42,1.261904008944466
43,1.2124080911405253
44,1.1878272869242787
45,1.1649647566868853
46,1.111722475091746
47,1.1389343264755434
48,1.1152191489136818
49,1.0988726144441197
