epoch,loss
0,6.656313498974806
1,5.989962326448928
2,5.6667986578145015
3,5.240339134300738
4,4.875122548109089
5,4.695647684860997
6,4.275601681569213
7,4.072044199861032
8,3.8901170820777327
9,3.642098061275674
10,3.429688144737566
11,3.2560552418591753
12,3.0381756236615556
13,2.8736970971527716
14,2.554821949369711
15,2.4584367678199017
16,2.2987588584063277
17,2.1778689985064195
18,1.9846132761036126
19,1.8854220786564786
20,1.8013589377374477
21,1.7221152252354612
22,1.6454937453241176
23,1.5427041068163436
24,1.4417523697348427
25,1.4607963653157654
26,1.373370134374745
27,1.3303222250890443
28,1.2359411162389835
29,1.2170015659850368
30,1.2088999772215754
31,1.1892872197287423
32,1.1290491915324805
33,1.0792699124011955
34,1.0883229296931798
35,1.0579678302319717
36,1.039963459105079
37,1.0193260982482726
38,1.0283117754838356
39,0.9992244639387073
40,1.033399074130375
41,0.9817449195044381
42,0.9538626878314335
43,0.9468354742291948
44,0.9633384868652528
45,0.918958821766813
46,0.8959916506254937
47,0.9079272483196297
48,0.8854703744892143
49,0.8651236430020399
