epoch,loss
0,6.974821510463824
1,6.580102556597535
2,6.3858493774328045
3,6.185607929180109
4,6.00624281080102
5,5.849048996219817
6,5.700171927628265
7,5.517846417654522
8,5.344782177924283
9,5.21101338741372
10,5.010684417416919
11,4.850944309366959
12,4.704038734551832
13,4.484008240265528
14,4.367495344911362
15,4.164273475008432
16,4.0111462170418095
17,3.8322848090893893
18,3.687139573969845
19,3.4867824705807107
20,3.3093393702974345
21,3.1984251422253465
22,3.0104239828567967
23,2.871144803420213
24,2.740537896532653
25,2.5414752197182913
26,2.441956161935745
27,2.37258130037981
28,2.1593398022217434
29,2.0161372827429
30,1.9701769312670825
31,1.8800159209930474
32,1.817600550490261
33,1.704650524690269
34,1.5849118243066105
35,1.508017287084773
36,1.4110584769782457
37,1.4086121783914094
38,1.351138076778091
39,1.277739808338162
40,1.1649463617170983
41,1.1509254857548816
42,1.0915157912817606
43,1.0983229532307992
44,1.0277652731173368
45,1.0609077381653467
46,1.0083674289615694
47,0.9352048940484873
48,0.8677513873897629
49,0.8248078830326937
