epoch,loss
0,6.714023085581265
1,5.825430802727115
2,5.293232255563053
3,4.908333174264638
4,4.58229463289508
5,4.286304496934843
6,4.063440765587458
7,3.834722879546293
8,3.6451378671066905
9,3.4467755184874544
10,3.3130036046011537
11,3.1222719592789847
12,2.9874712203411344
13,2.8492619290342645
14,2.718936477454534
15,2.623169988451428
16,2.548168338244381
17,2.4153049162785365
18,2.348220138992516
19,2.2564252755628105
20,2.1961215287158753
21,2.1144443222355798
22,2.03653081888387
23,1.9896590446826337
24,1.9331441176929143
25,1.8588612983489636
26,1.8015129363283198
27,1.7787646601693543
28,1.7317993788470152
29,1.6892451947155036
30,1.6378553492418801
31,1.5847043308575333
32,1.5717603044306978
33,1.533079575754457
34,1.456934719297826
35,1.441981050216483
36,1.423330567791568
37,1.3804835320902515
38,1.3476936381375075
39,1.3253262089115048
40,1.3034512766094688
41,1.252156506654603
42,1.2533919977265584
43,1.2495596623282368
44,1.2043279053164173
45,1.2228695519657615
46,1.1618836545160245
47,1.1490936551379973
48,1.1375209136903863
49,1.1281483685255511
