epoch,loss
0,7.16256101661659
1,6.379462436901099
2,5.854914959187587
3,5.377070861216212
4,4.988485144414628
5,4.669966203903106
6,4.33315287884353
7,4.003389697392301
8,3.695700182496329
9,3.415780961242999
10,3.093590843154515
11,2.868826883012336
12,2.6383292001422705
13,2.40619376198066
14,2.219771916134094
15,2.059083208103584
16,1.905182106592291
17,1.8127924046520025
18,1.7047315174981432
19,1.6184455393933312
20,1.504624914338477
21,1.4356922503679135
22,1.3677583675882279
23,1.317788643348235
24,1.2822158404269486
25,1.191965629897572
26,1.1149070218723949
27,1.0892243866390252
28,1.0486252143776182
29,1.03187386454865
30,0.9748789583996457
31,0.9836072805203757
32,0.9584489976043239
33,0.9419070779375518
34,0.9013727578290832
35,0.8703881058949025
36,0.8455564498495587
37,0.8174980749656501
38,0.8047467832666302
39,0.7585111930402794
40,0.761650196813419
41,0.7743784226420788
42,0.7441273642965958
43,0.7287663628717774
44,0.7120515613530659
45,0.6978334897900854
46,0.6614972390628979
47,0.6553053483479683
48,0.6551455550132469
49,0.6619558697749555
