epoch,loss
0,6.102135589574051
1,5.811007663432877
2,5.573306011794201
3,5.387786536959547
4,5.244248807929469
5,5.119848004537611
6,5.028115794087575
7,4.976027601328328
8,4.87873774756938
9,4.858779900836785
10,4.785418608679843
11,4.7608323856015105
12,4.696978003535438
13,4.7033618562784625
14,4.673971170556405
15,4.634915593081782
16,4.603274874950773
17,4.550615428879832
18,4.535643155850358
19,4.5045991998222
20,4.490603844724109
21,4.473968307776268
22,4.406009554263934
23,4.432653118817251
24,4.398315618185941
25,4.371305972886844
26,4.307305884720692
27,4.260566086026293
28,4.257492198816296
29,4.212792785523125
30,4.2054910555956155
31,4.10587508794251
32,4.120540246691935
33,4.088510868737047
34,4.044188351687075
35,4.01170277236095
36,3.94265067916819
37,3.9391656640786024
38,3.959716145117678
39,3.8852655180734605
40,3.8421497281072927
41,3.774219397923455
42,3.7800771850637056
43,3.7674132343912046
44,3.7415676664068074
45,3.677906857463383
46,3.638056287414065
47,3.585890285134116
48,3.5790682046657034
49,3.469463268915812
