epoch,loss
0,6.16824083791506
1,5.753595816230455
2,5.364639423600393
3,5.034415107675932
4,4.842880293751882
5,4.573878856959255
6,4.440884468743151
7,4.310142629709675
8,4.146236676067563
9,4.065859956757308
10,3.886212605327817
11,3.783243359033786
12,3.6608508240238105
13,3.5385951416776007
14,3.4448622543009084
15,3.331643294249747
16,3.191684213315622
17,3.1088988145991188
18,2.994582794818846
19,2.8657269234233964
20,2.7732310958044413
21,2.701810889507658
22,2.5772524467065705
23,2.4703394791588713
24,2.465409137096437
25,2.295354557596459
26,2.181424453230559
27,2.101438179287679
28,2.0067432346056453
29,1.9990455762824821
30,1.8539820520123045
31,1.8239216033737464
32,1.707587433220753
33,1.6398144335403315
34,1.5927476735170962
35,1.5604170085597078
36,1.528503776794702
37,1.4488655051194643
38,1.397377581652285
39,1.3380367210761985
40,1.2700359226271536
41,1.2670733992578196
42,1.2036612135681075
43,1.1965063496850044
44,1.1874155852463177
45,1.145390892547978
46,1.1343443096183252
47,1.078367493659807
48,1.0501234878846748
49,1.0410448558366479
