epoch,loss
0,5.696694932473258
1,5.396209060546139
2,5.213065557076898
3,4.986878491023656
4,4.846698158463722
5,4.751073012169698
6,4.687814209782622
7,4.583787687827404
8,4.518826122974726
9,4.485857388862901
10,4.451840316265882
11,4.37927852550023
12,4.31116886541877
13,4.32014424652161
14,4.235200297664589
15,4.189583157629555
16,4.153311735187738
17,4.125226125390957
18,4.074380935077936
19,4.0797262508384655
20,4.017623760810561
21,3.9622568695597966
22,3.9219414525828373
23,3.933974307307775
24,3.8610692532729334
25,3.822061598181005
26,3.7571640331260636
27,3.6932123777132397
28,3.6930551663250992
29,3.6945746391112175
30,3.6540220009249222
31,3.5077669088029766
32,3.517798042393306
33,3.48337312243594
34,3.451241570459285
35,3.3641671774612827
36,3.364342924574731
37,3.30875789183726
38,3.287493067727962
39,3.205300501414708
40,3.1626028050359345
41,3.0804153285036144
42,2.953857318736178
43,2.9369728334952647
44,2.8071123272840164
45,2.776340133947146
46,2.8093670796100763
47,2.6604564986238537
48,2.5713888500298054
49,2.5247081808401064
