epoch,loss
0,6.97468260928191
1,6.520480365593061
2,6.316239089805707
3,6.096136289278332
4,5.891296072996926
5,5.707316523709052
6,5.567051673360787
7,5.388551516397802
8,5.163859746138422
9,5.034237291730339
10,4.855136472555923
11,4.7147484015818035
12,4.499633204148924
13,4.36040383846287
14,4.1012707081821755
15,3.887667364738921
16,3.744572042543265
17,3.5873502499159087
18,3.370690343762745
19,3.1494989805431706
20,2.9531980739185215
21,2.813894142258955
22,2.602012397109649
23,2.3917695492787474
24,2.19813093133388
25,2.0791690752363654
26,1.9728036234536426
27,1.823368053246145
28,1.6972592958998705
29,1.5788048593344994
30,1.4214160737561028
31,1.3620984515513352
32,1.222822602873459
33,1.1938785684821738
34,1.1224805187953857
35,1.0642685318543552
36,0.9638062641728212
37,0.9245637970481064
38,0.8089496212515976
39,0.75195696108739
40,0.7474215040677241
41,0.7276186670361385
42,0.7068968230754856
43,0.6221772718779813
44,0.5831866992670741
45,0.5401368489232918
46,0.5069502497019572
47,0.5092098833006051
48,0.5238272597757241
49,0.4577335699032386
