epoch,loss
0,6.951121309583123
1,6.59936110909256
2,6.376878553541039
3,6.211368671212109
4,6.016661763087833
5,5.84837065255859
6,5.640013430910532
7,5.501271866552745
8,5.2946173919353505
9,5.123192181715424
10,4.953687382902359
11,4.797178065787164
12,4.603382747894975
13,4.408152818059467
14,4.234688480936334
15,4.05796984683299
16,3.8564522173336457
17,3.6510821776294957
18,3.444923360970159
19,3.2793231000097958
20,3.1088978663177356
21,2.8780599254581687
22,2.671179869230788
23,2.536325875511401
24,2.3367293056775877
25,2.1454265090763722
26,2.0521880918653346
27,1.8989987855151955
28,1.7604284762095495
29,1.6454573060157294
30,1.5328848963701922
31,1.4238891902428963
32,1.3589199682162931
33,1.2300744891063295
34,1.1916804063454567
35,1.0780509982229003
36,1.0684040854624428
37,0.9426506376742076
38,0.9014616157319995
39,0.8335096708919727
40,0.7507265108311993
41,0.7357779249665226
42,0.7195879813390303
43,0.7071342663669834
44,0.6676331571362273
45,0.6225473170474831
46,0.595776436645263
47,0.5720907712334254
48,0.5102854596979186
49,0.5059178710397387
