epoch,loss
0,7.0340118652735
1,6.5526415448129915
2,6.339384544948567
3,6.1440025761596155
4,5.91804413510184
5,5.745109767768911
6,5.5532802810922535
7,5.4257249936305785
8,5.217693057155337
9,5.008771052274495
10,4.835190531195399
11,4.651972607669667
12,4.457852222301342
13,4.240847530980848
14,4.0575811665961545
15,3.8394806147300957
16,3.72884181014493
17,3.5529159333517977
18,3.3543217979152207
19,3.178227774211597
20,3.0200889128678656
21,2.8894749962479755
22,2.7459999541384996
23,2.5889354075914546
24,2.4119053668106383
25,2.3070283438745047
26,2.2100536902519146
27,2.0838311508736607
28,1.991542648838909
29,1.9430514835564159
30,1.7737036263048367
31,1.6846383781741034
32,1.6139634060837038
33,1.507049269372808
34,1.5163491785469672
35,1.4046566112768277
36,1.3843248227835834
37,1.2219376806293571
38,1.1768033005233505
39,1.1484222868342457
40,1.0718320929653171
41,1.0787765590327192
42,1.0076807308853635
43,0.9674168535333979
44,0.9363587029412714
45,0.9374347933110802
46,0.8942029841831494
47,0.8265963911104519
48,0.8128739516732812
49,0.7689186098002754
