epoch,loss
0,8.126876948161657
1,7.49206525963323
2,7.039406924680664
3,6.796984239001433
4,6.63189601804757
5,6.486169819112388
6,6.3293392363908945
7,6.178309426908786
8,6.017502415032265
9,5.8624897875247015
10,5.6912062558997
11,5.530026373249655
12,5.344803207454769
13,5.162694248633008
14,5.007708844914302
15,4.801544858613566
16,4.605434969466625
17,4.446404080232088
18,4.268862564995116
19,4.087439974797932
20,3.9091576228026548
21,3.772293795175135
22,3.641138790324963
23,3.47793703963755
24,3.3414261626076027
25,3.214233238583371
26,3.0478034448499076
27,2.940759636778056
28,2.8414356751351635
29,2.7004560603572214
30,2.570921784285079
31,2.522474623248127
32,2.3920924602031395
33,2.274040490408336
34,2.221754397542394
35,2.1055439658059085
36,2.0321096107120376
37,1.9883658016997174
38,1.8643899271489748
39,1.7767263654398031
40,1.7136145220481829
41,1.643704443216168
42,1.5728240085925096
43,1.538019499655723
44,1.4356277557777315
45,1.4119897907579124
46,1.391737859129205
47,1.3267921565172331
48,1.2241615255154634
49,1.168586980042934
