epoch,loss
0,6.096986410406167
1,5.834733562852869
2,5.508032987265531
3,5.1922769602419345
4,4.997625723156697
5,4.903993739155269
6,4.807313957406048
7,4.69564940342352
8,4.632775327468438
9,4.564824817568014
10,4.476016013466533
11,4.454958314272626
12,4.3534346082102715
13,4.326675284847343
14,4.262296414654858
15,4.182806222682423
16,4.137879343687789
17,4.078719021686957
18,3.986297176910605
19,4.024289225413772
20,3.928146417815881
21,3.9118499332536603
22,3.8255259411618536
23,3.75271690550761
24,3.725404201839837
25,3.61464418997517
26,3.5653163528122893
27,3.5265345345789463
28,3.439091525884529
29,3.4180660850838
30,3.3761260333772083
31,3.2897019274470396
32,3.2293819758161226
33,3.204950706443595
34,3.1359676567953034
35,3.0805490635946966
36,3.0124508891273383
37,2.9087417149663573
38,2.928634947468488
39,2.792936110216968
40,2.7858402125999158
41,2.674545427862324
42,2.612489885221574
43,2.5767881762442277
44,2.461885004986071
45,2.4596514793696316
46,2.387908003438058
47,2.3674687812076742
48,2.240195934496932
49,2.2038439258658507
