epoch,loss
0,7.797813586493266
1,7.383188077036712
2,6.960703904527334
3,6.6622114493829185
4,6.49426208163821
5,6.355763587655448
6,6.214369675663981
7,6.0832047433486105
8,5.953383347217011
9,5.794223376176874
10,5.646862895805879
11,5.492264587278707
12,5.315103341565592
13,5.153789928843249
14,4.951623415802074
15,4.733264234080498
16,4.5418777716956695
17,4.3152440687356
18,4.117566611781304
19,3.964135413553005
20,3.740704784515659
21,3.5745111276457875
22,3.4354896852086316
23,3.231487911026032
24,3.096040380717451
25,2.9545166388626924
26,2.810447170877682
27,2.7057153232833326
28,2.595169020697203
29,2.5045953041633022
30,2.4000389722454476
31,2.2808345646410677
32,2.168610930281825
33,2.08230095791865
34,2.015997821821062
35,1.921759347027013
36,1.8881881387550874
37,1.8194739801267126
38,1.7017566871594771
39,1.668131297581265
40,1.5594504869604013
41,1.5011368455072258
42,1.4853939686893693
43,1.4131411256860995
44,1.3605914300233428
45,1.3038518009436928
46,1.2489761716203864
47,1.3244798147219567
48,1.185844268088885
49,1.150579264886793
